Row Id,City Id,City,State,URL,Score Id,Category,Criterion,Level of government,Orientation/Identity,Score
9372,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,5
9373,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,5
9374,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
9375,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
9376,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,5
9377,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,5
9378,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
9379,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
9380,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
9381,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
9382,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
9383,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
9384,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,7
9385,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,7
9386,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,6
9387,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,3
9388,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,3
9389,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,30,Municipality as Employer,Inclusive Workplace,City,NA,2
9390,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,1
9391,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,32,Municipal Services,Human Rights Commission,County,NA,0
9392,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,33,Municipal Services,Human Rights Commission,City,NA,5
9393,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
9394,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,2
9395,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,0
9396,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,1
9397,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,1
9398,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,0
9399,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,2
9400,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
9401,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,0
9402,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
9403,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,10
9404,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
9405,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,4
9406,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,2
9407,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,0
9408,192,Wichita,KS,https://www.hrc.org/resources/municipalities/wichita-ks,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
9409,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,5
9410,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,2,Non-Discrimination Laws,Employment,State,Gender Identity,5
9411,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
9412,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
9413,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,0
9414,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,6,Non-Discrimination Laws,Employment,City,Gender Identity,0
9415,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,5
9416,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,8,Non-Discrimination Laws,Housing,State,Gender Identity,5
9417,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
9418,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
9419,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,0
9420,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,12,Non-Discrimination Laws,Housing,City,Gender Identity,0
9421,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
9422,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
9423,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
9424,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
9425,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,0
9426,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,0
9427,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
9428,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
9429,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
9430,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
9431,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
9432,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
9433,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,7
9434,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,7
9435,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,0
9436,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,0
9437,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,0
9438,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,30,Municipality as Employer,Inclusive Workplace,City,NA,0
9439,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,0
9440,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,32,Municipal Services,Human Rights Commission,County,NA,0
9441,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,33,Municipal Services,Human Rights Commission,City,NA,5
9442,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
9443,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,0
9444,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,0
9445,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
9446,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
9447,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,0
9448,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,0
9449,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
9450,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,0
9451,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
9452,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,0
9453,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
9454,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,3
9455,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,1
9456,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,2
9457,193,Berea,KY,https://www.hrc.org/resources/municipalities/berea-ky,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
9458,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,5
9459,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,2,Non-Discrimination Laws,Employment,State,Gender Identity,5
9460,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
9461,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
9462,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,0
9463,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,6,Non-Discrimination Laws,Employment,City,Gender Identity,0
9464,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,5
9465,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,8,Non-Discrimination Laws,Housing,State,Gender Identity,5
9466,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
9467,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
9468,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,0
9469,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,12,Non-Discrimination Laws,Housing,City,Gender Identity,0
9470,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
9471,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
9472,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
9473,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
9474,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,0
9475,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,0
9476,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
9477,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
9478,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
9479,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
9480,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
9481,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
9482,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,0
9483,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,0
9484,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,0
9485,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,0
9486,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,0
9487,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,30,Municipality as Employer,Inclusive Workplace,City,NA,0
9488,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,0
9489,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,32,Municipal Services,Human Rights Commission,County,NA,0
9490,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,33,Municipal Services,Human Rights Commission,City,NA,5
9491,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
9492,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,0
9493,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,0
9494,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
9495,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
9496,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,0
9497,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,0
9498,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
9499,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,0
9500,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
9501,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,0
9502,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
9503,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,2
9504,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,1
9505,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,0
9506,194,Bowling Green,KY,https://www.hrc.org/resources/municipalities/bowling-green-ky,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
9507,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,5
9508,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,2,Non-Discrimination Laws,Employment,State,Gender Identity,5
9509,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
9510,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
9511,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,4
9512,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,6,Non-Discrimination Laws,Employment,City,Gender Identity,4
9513,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,5
9514,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,8,Non-Discrimination Laws,Housing,State,Gender Identity,5
9515,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
9516,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
9517,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,5
9518,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,12,Non-Discrimination Laws,Housing,City,Gender Identity,5
9519,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
9520,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
9521,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
9522,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
9523,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,5
9524,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,5
9525,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
9526,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
9527,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
9528,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
9529,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
9530,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,2
9531,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,7
9532,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,7
9533,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,0
9534,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,3
9535,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,3
9536,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,30,Municipality as Employer,Inclusive Workplace,City,NA,2
9537,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,1
9538,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,32,Municipal Services,Human Rights Commission,County,NA,0
9539,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,33,Municipal Services,Human Rights Commission,City,NA,5
9540,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
9541,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,2
9542,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,5
9543,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
9544,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
9545,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,2
9546,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,0
9547,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
9548,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,0
9549,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,43,Municipal Services,City provides services to/supports the transgender community,City,NA,2
9550,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,10
9551,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
9552,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,5
9553,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,3
9554,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,2
9555,195,Covington,KY,https://www.hrc.org/resources/municipalities/covington-ky,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,2
9556,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,5
9557,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,2,Non-Discrimination Laws,Employment,State,Gender Identity,5
9558,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
9559,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
9560,196,Frankfort,KY,https://www.hrc.org/resources/municipalities/frankfort-ky,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,5
